rxns_subSystems1	rxns_subSystems2
EX_cspg_c[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_cspg_d[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_cspg_e[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_cyan[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dag_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dcsptn1[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Heme synthesis * Transport, lysosomal * Transport, mitochondrial * Transport, mitochondrial * Transport, mitochondrial * Ubiquinone synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_debrisoquine[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, endoplasmic reticular * Transport, endoplasmic reticular * Tryptophan metabolism * Transport, lysosomal * Transport, lysosomal * Transport, extracellular * Transport, endoplasmic reticular * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dgchol[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Heme synthesis * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dhdascb[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, lysosomal * Heme synthesis * Transport, endoplasmic reticular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dheas[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dhf[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_digalsgalside_hs[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dlnlcg[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, extracellular * Transport, mitochondrial * Transport, extracellular * Heme synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dmantipyrine[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, extracellular * Transport, mitochondrial * Transport, mitochondrial * Tryptophan metabolism * Transport, mitochondrial * Transport, mitochondrial * Transport, endoplasmic reticular * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dmhptcrn[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Tryptophan metabolism * Transport, mitochondrial * Transport, mitochondrial * Heme synthesis * Transport, endoplasmic reticular * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dopa[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_dopasf[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_eaflatoxin[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, mitochondrial * Transport, lysosomal * Transport, lysosomal * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_ebastine[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, endoplasmic reticular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_ebastineoh[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, endoplasmic reticular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Tryptophan metabolism * Transport, mitochondrial * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_eicostet[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Heme synthesis * Transport, lysosomal * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_elaid[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_estradiol[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, endoplasmic reticular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_estradiolglc[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, endoplasmic reticular * Transport, extracellular * Transport, lysosomal * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_estriolglc[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, endoplasmic reticular * Tryptophan metabolism * Transport, lysosomal * Transport, extracellular * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
EX_estroneglc[e]	Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Transport, lysosomal * Transport, mitochondrial * Transport, endoplasmic reticular * Transport, lysosomal * Transport, mitochondrial * Transport, extracellular * Transport, extracellular * Transport, extracellular * Heme synthesis * Transport, extracellular * Transport, extracellular * Transport, extracellular
